Movie_ID,Rating,Review
tt12964320,6.0,"Greetings again from the darkness. The spouse living a double life is territory covered many times by many movies over many years. When done well, it's an intriguing premise and fertile ground for a fascinating character - one who can flip the switch between a 'normal' family life and one of intense danger. What's rare is for the oblivious spouse to be the more interesting character, yet that's exactly what happens in this film from director Thomas Vincent and screenwriter Seth W Owen.Kaley Cuoco stars as Emma Brackett, and David Oyelowo co-stars as her husband, Dave. Ms. Cuoco shot to fame with her role as Penny on the long-running TV series ""The Big Bang Theory"", which she followed up with leading roles in ""The Flight Attendant"" and ""Harley Quinn"". This is her latest shot at establishing herself as a movie actress. Mr. Oyelowo is best known for his dramatic turns in SELMA (2014) and THE MIDNIGHT SKY (2020), and the new series ""Lawmen: Bass Reeves"".Emma is a contract assassin who works all over the world using disguises (mostly wigs) and aliases, while telling Dave, the nicest, most trusting man on Earth, that she is off to yet another generic work conference in Nebraska or some other unexciting locale. When home, Emma is a good mother to their two kids, and clearly enjoys their life in suburban New Jersey. When work beckons, Dave unwittingly accepts her reason for travel, having no clue that she'll return with blood on her hands.On their seventh anniversary, Dave suggests they spice things up a bit with some role play. Their planned 'happenstance' meeting as strangers at a hotel bar goes sideways thanks to the intrusion of an unwelcome third wheel named Bob Kellerman. The always fabulous Bill Nighy plays Kellerman, and we find ourselves wishing he had more screen time. It turns out, this encounter leads to Emma being outed, which sends Dave into emotional turmoil (a terrific scene) ... and an ill-advised meetup at her latest job.Additional support work is provided by Connie Nielsen as the demented woman who raised and trained Emma, and their final meeting provides the impetus for the third act. Other than Bill Nighy's too-brief role, the best part of the film is seeing rare comedic chops from David Oyelowo. It's a joy to see such a well-respected and talented actor show yet another side on screen. Kaley Cuoco doesn't fare quite as well, as her TV sitcom approach defies believability. For those in search of some mindless entertainment with a side dose of action, the movie should work just fine.Opens nationwide in theaters on January 12, 2024."
tt12964320,5.0,"I'm not sure if it's intentional, but this is one of the least chemistry couples I've seen in a while. That affects absolutely the entire film. If they don't mention it in the movie, you never know it's a marriage. Cuoco's performance is probably the reason for this, because apart from the action scenes, her participation is quite flat. Understandably, she is a cold-blooded professional, but you are in front of your husband, the reason why you want to get out of the shady business!Regarding technical details, only the photography and production design are redeemable. The script, editing and soundtrack are pretty bad. For a 100-minute film, they stretch it like chewing gum to become a feature-length film. A truly horrible edition.Anyway. It doesn't make me want to recommend a movie like this, because it is neither action nor spy, nor a drama."
tt12964320,5.0,"For seven years, Emma Brackett (Kaley Cuoco) has been married to mild-mannered Dave Brackett (David Oyelowo) with two kids in the suburbs. Secretly, she is a killer for hire. She escaped from twisted mother-figure Gwen Carver (Connie Nielsen) who runs a powerful black-ops organization. While the couple is meeting at a hotel, they are interrupted by assassin Bob Kellerman (Bill Nighy) looking for a bounty.This is trying to be an action-comedy thriller. This premise is nothing new. The only new here is the pairing of Cuoco and Oyelowo. Color me intrigued. I like both actors. I want to see their chemistry together. First issue, Cuoco is the far more comedic actor and she is forced to play the straight-downcast partner. Oyelowo can go crazy wacky, but he's not equipped to be comedic. They need to switch for the humor. This movie needs more humor. Bill Nighy has some fun potential, but he comes and goes too quickly. Connie Nielsen does fine, but she is rather alone. The premise has been done so many times and this is a rather flat version of it."
tt12964320,5.0,"This is a decent and fun ""Foul Play"" style comedic thriller about a suburban family, where the wife turns out to be a hired assassin living a dual life. It is the ""Mrs"" in ""Mr. & Mrs Smith"". Kaley Cuocco is very likable, as always, in the role of a woman trying to balance these two lives. She is always so appealing and she is a good actress. She makes the role her own. David Oyelowo is actually part of the strength of the movie. He is good as the husband that discovered his wife's business trips are not what they seem. Billy Nighy's scenes are the highlights of the movie. Not realistic. The fight choreography is not ""A"" level by any stretch of the imagination but still fun."
tt12964320,6.0,"Why is Role Play getting some backlash? Pretty sure it's because of the genre the audience is expecting before even hitting the play button. If viewing the film from a different perspective then there are plenty of merits on display here.One being the performances and the chemistry between the actors/actresses. Kaley Cuoco has it in abundance, I can't quite put my finger on it, but it's there I can feel it. Maybe it adaptability, sophistication or sassy sexiness emulating from one scene to another, still clearly she has it here. I'm going in pretty blind as I haven't seen much of her previous work, no Big Bang or Flight Attendant! Secondly David Oyelowo matches her well and their on screen chemistry appears second nature to me. I think one review mentioned they seem cute together, I don't know about that however I do know they seem believable. I didn't doubt their onscreen relationship for one minute which is exactly what you want to get engrossed into a film.Now going back to adaptability, Kaley Cuoco embraces the role managing to create a balance between cute cuddly lovable wife and mum to deadly badass assassin. When she get down to business she is strong assertive and bold juxtaposed with being playful and cute at home. David Oyelowo manages to bring emotional empathy within the script through his acting once finding out about the truth. What was once his normal family life has a huge flip side that we can see in his expressions is troublesome to say the least.So who steals the film with the standout scene, it's obviously none other than Bill Nighy. The man in the middle of this triangle has the standout scene of the film in the bar. A slow burner or so in the first twenty minutes soon well and truly warms up with a little Role Play, no pun intended. Soon as the get to the title it gets rather interesting.Script is where this one struggles for me, I'd say our cast made their own character development and produced mountains out of molehills. It's not until the later that you realise if not for the charisma and humour this could've been way more bland than a two steak, and that isn't me being tough. Seth W. Owen needed a better character development arc to suggest why Emma Brackett (Kaley Cuoco) was unable to leave sooner from being an assassin, yes it does explain, yet it all very loose lacking depth or much interest. Dave Brackett (David Oyelowo) really seems weak running all the way to Berlin for an explanation after all he has heard and been through. Yes I understand it's his wife, it just seemed rather forced.Thomas Vincent has given us something intriguing for the most part similar to films like Mr and Mrs Smith and True Lies however this one really does fall short towards the climax and is saved by the talented cast of characters they created."
tt12964320,5.0,"An uneven script, uncertain directing, and bad casting let this picture down badly. It is a shame, really. Kaley Cuoco, however I don't like her, does a great job as so does David Oyelowo to convince us about a story barely believable. But casting Connie Nielsen as the villain is a very bad joke. It's like casting Sir David Attenborough as Lex Luthor. Her pure physical presence contradicts that. I guess it's the director fault to accept her as the villain in the first place. Then, he rightly proves himself unable to bring out the 'beast' of her, which is understandable. She is nothing like that. The camerawork is OK, so is the score, but otherwise it's just another film you will forget almost instantly after watching. As I said earlier, it's a shame. Waste of talent."
tt8258502,5.0,"It's 2065. Water is scarced. People are moving to space. Hen (Saoirse Ronan) and Junior (Paul Mescal) live on his farm which his family has owned for five generations. Farming is a struggle and he works at a chicken factory. There is tension in the marriage. Out of the blue, Terrance (Aaron Pierre) comes to their door. He's recruiting for space pioneers and maybe do a little threatening on top of that.There is an interesting sci-fi concept and an intriguing reveal somewhere in this movie. I can't buy the undercooked sci-fi concept. As a mystery, the movie is holding back a few pieces in the puzzle and the audience is kept waiting. The terrific pairing of Mescal and Ronan is giving it their all, but the movie keeps going in circles. The surrealism mounts until the movie goes down the drain."
tt8258502,5.0,"My Review- Foe
My Rating. 5/10The impressive acting by the trio of stars in Foe from Saorise Ronan and Paul Mescal and Aaron Pierre couldn't salvage this angst ridden dystopian self indulgent melodrama for me .For me this movie is a confusing mish mash of scenes that at times reminded me of Who's Afraid of Virginia Wolf meets Frankenstein at The Rocky Horror Show.Set in 2065 For's about the sad lives of a young couple Hen played by Saorise Ronanand her husband Junior played by Paul Mescal who oddly works in a poultry abattoir as he's married to a Hen.Filmed in Victoria and South Australia Foe takes place in Americas MidWest and tells the story of a married couple living a life of isolation in a wasteland that's been denuded of any vegetation as a result of the neglect that our planet is experiencing today .A stranger named Terence drives up to their home knocks on the door and tells them the good news that Junior has been chosen because of his obvious fitness and strength to be part of a relocation exercise for Earthlings to find another planet to ruin.Terence assures Junior that Hen will not be left alone as an artificial replacement for Junior complete with all his physical prowess and his memories will take his place while he's away .That's enough plot line the emotional drama then increases as Terence interviews the couple about every intimate part of their relationship warts and all which only uncovers more tension and angst.The novel Foe which I haven't read by Iain Reid is promoted as a taut, psychological mind-bender from the bestselling author of I'm Thinking of Ending Things.The screen play adaptation of the movie by Garth Davis and Iain Reid in my opinion is sloppy and at times mind numbing instead of mind bending .The Direction by Garth Davis considering his previous great movies like Lion and Penguin Bloom I found disappointing it seemed to steer this space ship out of orbit.However the chemistry and charisma of Saorise Ronan and Paul Mescal who is shirtless most of the movie was impressive and I hope they team up again in a better film.Will some author please write an uplifting story set in a future where Politicians and populations overcome the terrible future scenario we are told is inevitable today ?Perhaps it's too late? But the old saying of what we eat today walks and talks tomorrow could be changed to what we think today will become tomorrow comes to mind I'm pleased I won't be here to see it ."
tt8258502,5.0,"This film about a couple living in isolation on a desolate landscape and contemplating the possibility of one of them going to space, leaving behind an identical android ""copy"", has two major advantages and one fatal flaw:(a) It's wonderfully acted, with an electric chemistry between all three main actors.(b) The setting (a house in the middle of a dystopian wasteland) is really atmospheric, both claustrophobic and melancholically beautiful.(c) The screenplay is a disaster. And the lack of originality in the premise is the least of its problems.Ronan and Mescal are two of the best actors of their generation, and I was eagerly waiting to see them act opposite each other. They did the absolute best they could with what they had: two characters without clear background, without foundations, completely lacking transparency in motives and internal journeys. Still, the chemistry was palpable and somewhat rescued what would have otherwise been a completely lifeless film.I watched a review (by Mark Kermode) saying that the film is doing wonderfully up until 2/3 of the way through, when the endless exposition starts and all the magic and mystery is lost. I disagree. I found this film lacking from the very beginning, because you had this wonderful atmosphere that could have felt like watching an intense 3-person stage play, but the dialogues were all wrong. Boring, full of clichés, and establishing nothing. We see the characters have unexplained emotional outbursts, we get contradictory clues about their relationships, the ""mystery"" (you can see the plot twist coming from a mile away) is badly built, no gradual progression.This terribly contrived and pretentious screenplay made me think of Kurt Vonnegut's simple advice for writing: ""Give your readers as much information as possible as soon as possible. To hell with suspense. Readers should have such complete understanding of what is going on, where and why, that they could finish the story themselves, should cockroaches eat the last few pages."" Suspense is not such a bad thing, of course. But when it's prioritised over building comprehensible characters, then things start to go wrong. And it's funny that for a film that hides so much from the viewer in the first two acts, it sure loves exposition in the third act. Like, it goes from one extreme to the other with nothing in between, and with both extremes utterly failing to arouse any emotions.What a waste."
tt8258502,5.0,"Phenomenal acting, a pure masterclass of the two (Ronan and Mescal), directing, plot, script- 0 points. Such great actors in such a pointless movie, with no storyline, a wannabe artistic masterpiece, but it just doesn't go over the ramp.Excellent movie for acting students, as well as the directing ones - how to not direct a movie.For the rest of the world -skip it, unless you are a die-hard fan.Interstellar, but from AliExpress, with a pinch of marriage drama and kilos of boredom, with acting masterclass.Don't have anything else to say, this one is just for the minimum character limit's sake."
tt8258502,6.0,"Anyone think this reminds them of a poor relation of ""Interstellar""? ""Hen"" (Saoirse Ronan) lives on her remote family farm with husband ""Junior"" (Paul Mescal). You get the impression it's a pretty mundane existence and maybe not have been the strongest of relationships when a stranger in what looks like an old De Lorean arrives. It turns out that ""Terrance"" (Aaron Pierre) has come from the supra-governmental agency that's in charge of populating space - yep, the planet is on it's last legs - and that ""Junior"" has been selected to go live upstairs leaving is wife behind. No chance says ""Junior"", no choice says ""Terrance"" but there is some silver lining for ""Hen"". They will make her a carbon copy of her husband to ""keep her company"" whilst he is away. To that end, their visitor must remain for a few weeks to gather information on every intimate detail of their lives together so that ""Junior 2"" can be as authentic as possible. Now we don't actually know this, but it's safe to assume that somewhere in the ensuing proceedings, there is a body swap otherwise the rather dreary and drawn out denouement would make even less sense that it actually does. Is this suppose to be a crit on the nature of human relationships, or of the human psyche? If you went to bed at night and awoke to an identical partner that had been swapped in the night, would you even know? That's the problem. It's a complete non-story that limbers towards it's conclusion without really engaging on any level. That said, man-of-the-moment Mescal does turn in an emotional performance at times, but Ronan is really rather wasted here and the thinly developed characterisation of ""Terrance"" just further consigns this to the doldrums of what looks a short story laggardly dragged out for all but two hours. It's a slow and rather listless film for the most part and contains nothing new. Disappointing."
tt0110912,6.0,I heard so many people claim that this movie is a masterpiece and it also has high ratings. So I was intrigued to give it a go. I didn't get much enjoyment out of it. Maybe you have to watch it multiple times to enjoy it. As for the first viewing it didn't satisfy me.
tt1375666,6.0,"The film is a disappointment, because it did so little with so much. Basically what you have here is a very interesting sci-fi heist premise; Cobb (Leonardo DiCaprio) and Arthur (Joseph Gordon-Levitt) are partners who use dream-invasion technology to steal industrial secrets from unsuspecting mass transit passengers (why any powerful people in such a technological age would travel on mass transit, is just one of the many obvious questions the film expects us not to raise) while they doze. In exchange for immunity to a troubling criminal charge against Cobb, they agree to undertake an unprecedented mission: to practice ""inception"" on a powerful business scion, that is to plant an original idea in his subconscious through the dream manipulation.All of this is great, but unfortunately none of it has any emotional weight. To find that we have to look into the mystery of why Cobb has been in exile, and this plot has to do with his wife (Marion Cotillard) with whom he shared a disastrous and traumatic experience of dream sharing. This is to me where the movie essentially falls apart. It seems like Nolan and the other writers never fully synthesized these two dominant strains in the film, so that most of the time the emotional drama is just getting in the way of the heist film or vice a versa. At no point did it seem to me that the heist was complimenting the drama or vice a versa. And in fact after some very impressive effects sequences during the scenes where Cobb shows his new assistant Ariadne (Ellen Page, too green to hold up her role) a lot of the action becomes outright tedious, never more so than when we're ""treated"" to about a reel or ten minutes of numbing snow-mobile and gunfight action, right at the point where the film should be reaching a climax. It all starts to feel very obligatory, and Nolan is not a good enough action director to make empty content feel like fun.As a basic action/heist movie with sci-fi premise, it still works well enough that I would recommend it as a rental. Nolan works in some of the elements that have made some of his better films work on a higher level, such as the association with totems and icons (the spinning wheel, etc.) and the connection between memory or memory devices and identity. However when all the pieces are laid out, the film seems overly simple and mechanical. The plot is just this -- the guy takes a job, he does the job, he gets to re-unite with his kids. Although he constantly mopes about in a depression because he tried inception on his wife and she died, he has no ethical or moral problem with doing the same thing to Cillian Murphy's character, even though nobody knows the real consequences that could befall or the true motives of Ken Watanabe's character. I was hoping that some larger picture would emerge, but instead this film is politically naive and instead attempts to be dramatic. The constant shots of adorable children playing on the lawn made me feel I was watching a bad Spielberg film. The entire emotional anchor of the film is put on the shoulders of these cute kiddies in true Spielberg fashion. If you don't buy into this ridiculous soft-target hook, then the whole film collapses like DiCaprio's dream world.This isn't a bad or stupid film, but after a while you start to yearn for at least some human warmth or humor, which is almost always missing from Nolan's films. The characters are so sincere that it starts to become suffocating, especially considering how ridiculous the premise is when taken seriously. Basically this is like ""Total Recall"" in terms of ideas and in terms of stupid action scenes, except that it takes itself hugely seriously. It does not become a better film by doing so, nor a more intelligent one."
tt1375666,5.0,"The central idea of ""Inception"" is an interesting one: technology exists to enter other people's dreams in order to steal their most private secrets or to implant new ideas. With Christopher Nolan of ""Memento"" fame as writer and director, this should have been a smart, compelling movie. Unfortunately, ""Inception"" is a bloated failure.The root problem is that Nolan replaces the fascinating surrealism of dream worlds with lengthy outtakes from James Bond movies. For example, early in the film, when Cobb and Ariadne are sitting at a café in a dream world, Cobb tells Ariadne to stay calm. What's going to happen? Is the waiter going to bring her a glass full of wriggling eyeballs? Is she going to turn around and see her best friend from high school having sex with Abraham Lincoln? No. THINGS START EXPLODING. And that's the whole movie in a nutshell: gaudy special effects and endless fight scenes as a poor substitute for imaginative ideas.The matryoshka-doll plot of dreams within dreams isn't nearly as hard to follow as one might imagine. This is largely because nothing of consequence happens at higher levels once our heroes have moved on to deeper levels. The higher-level supporting actors just fight off bad guys -- and overblown special effects -- until it's time to bring back their colleagues from the depths.Nolan should sit back, watch a few of the best movies by Luis Bunuel and David Lynch, and try again with one-tenth the budget and ten times the imagination. (Okay, that's never gonna happen, but it's *my* dream.)"
tt1375666,5.0,"""Inception"" might have been a better movie -- and would certainly have been more entertaining -- had writer/director Christopher Nolan not made his premise so complicated that the film had to spend its entire 2:25 running time explaining itself to its audience.Seriously, the exposition Never. Stops. There were literally moments during action sequences where one character would pause and explain what was going on to another character, which of course was a ham-fisted way of explaining it to us. But even with all of that aggressive exposition, the movie never does make a lot of sense. The result is a lot of busyness -- oh, there's always plenty of stuff going on -- that's nevertheless pretty boring because it's never clear what all of the busyness is for.Nolan has done this to us before. Who the hell came out of ""The Prestige"" with any clue what that movie was about? And even his more narratively coherent films (like ""The Dark Knight"") suffer from a lack of humor and a burden of philosophical pondering that the premises can't support. ""Inception"" is no exception (ha!). The movie is junk trying to disguise itself as something important and significant. How much more fun it would have been if it had just been content to be junk.Grade: C-"
tt11762114,6.0,"For those of you who are fans of the Broadway musical, here is a list of the missing music:
""It Roars"" (replaced with a song that's not as good)
""Where Do You Belong?"" (What were they thinking by leaving out this showstopper?!)
""Meet The Plastics"" (Only Regina's first few verses were sung. Gretchen & Karen's parts were cut)
""Fearless""
""Stop"" (Again, what were they thinking by cutting out a showstopper?)
""What's Wrong With Me"" (reprise)
""Whose House Is This?""
""More Is Better""
""Do This Thing""This is supposed to be a film version of the musical, not a remake of the original fetch & flawless film. So, leaving out so many songs was a bad idea. The characters all suffered from this choice; they all seemed too bland.Cady did not sing ""Apex Predator."" Instead, Damian sang ""And though Janice is great, she does not have this power,"" while Janice shrugged. This was such a poor choice, because we didn't see Cady falling under Regina's spell. Gretchen's changing relationship with Regina didn't play out well. The actress who played Gretchen captured the character when she spoke, but when she sang ""What's Wrong With Me"" in Regina's closet, it just didn't make me feel for her. Something got lost in translation.A lot of the comedy was lost in this version. Although ""Sexy"" was filmed well, Karen just wasn't as funny as she was in the 1st movie or the Broadway version. Damian wasn't as funny; without his biggest songs, he didn't shine.""Fearless"" may not have been the biggest hit song, but I felt the loss of it. There needed to be a sharply hit moment when Cady realizes she is the new Queen Bee, freed of her oppressive relationship with Regina. The original film used voiceover to convey that realization and the musical used the song ""Fearless."" The film musical kind of glossed it over.Another thing that was missing was the image of all the plastics walking together, all looking beautiful and glamorous. ""Being in the Plastics was like being famous."" On Broadway, ""Apex Predator"" captured that feel, but in this movie, the song focused on Regina alone and lost the power of the clique.The Plastics just weren't feminine enough. Everyone looked too tough. It was like this version took place at the ""south side"" school that the principal said he left in the original. Even the nerds didn't seem nerdy enough. Regina started out looking like she had already been eating Calteen bars for months and we didn't see her change after Cady tricked her.The chemistry between Cady and Aaron also did not come through. Leaving out ""More Is Better"" and the Aaron's part in ""Stupid With Love"" didn't help.""I See Stars"" was a magical finale on Broadway, but this film did not end with musical magic.What did I like? ""Revenge Party"" was still lots of fun and it was filmed in a colorful way. ""World Burn"" was done well, and ""I'd Rather Be Me"" had a great energy."
tt11762114,6.0,"I really wanted to like this one. I really did. I love the original, and of course, i know this is a different movie, based on the Broadway musical based on the original (and all written by Tina Fey). Of course i know that there was no need for a direct remake, since the original was near perfection. However, this just didn't work. There was no chemistry, no motivation for the characters. I did like that it's done from Damian and Janice's point of view. But the rest of it feels flat.The positives - Renee Rapp has a voice on her, as does Jeremy Spivey. For me they were the highlights of the show. There are some cute moments. Some new lines, but nothing really memorable or quotable.So, meh. It was OK."
tt11762114,5.0,"So this movie really tried but the downside is you can see and feel how hard they tried. Let me explain. They wanted to have the feel of the original but still make it feel like 2024, after all, there's a big different between the times lf the original and the musical. The musical part was fun...sometimes. Some of these actors/actresses just weren't good at singing. I adored Karen's ditzy side in the original but I just couldn't like her character in this one. Same with Regina, she was the ultimate mean girl in the original. In this remake I felt like she just couldn't reach that level. The look and feel of the whole movie is a little off. Just don't go in with high hopes and you'll have a fun time! I think I made a mistake by comparing every scene to the original but I love the original and I was just so excited for this version! 6 stars for making me feel nostalgic but -1 star for making me leave the theater disappointed."
tt11762114,5.0,It was fun but not a good movie. The music is really meant for live action and the movie kinda just looks like a bunch of music videos. The original is way better and has better pacing than this version. Plus 80% of the actors are not fit for the roles they got. It's also missing the best part which is the original Christmas show dance. Some of the meta jokes were fun but they didn't space them out enough. The mean girls were not mean enough and it seems they were very afraid of offending which I get but this feels like they put safety guards on bullying. Also the lesson is punched so in face you can't not understand it and made me feel like they thought I am stupid.
